Timestamp,Temperatura,Umidità
2023-05-27 13:13:17,19.8°,52.6%
2023-05-27 13:13:18,20.0°,53.3%
2023-05-27 13:13:19,20.2°,53.4%
2023-05-27 13:13:20,20.2°,53.0%
2023-05-27 13:13:21,20.1°,53.4%
2023-05-27 13:13:23,20.2°,52.6%
2023-05-27 13:13:24,20.2°,52.6%
2023-05-27 13:13:25,20.1°,52.7%
2023-05-27 13:13:26,20.2°,53.0%
2023-05-27 13:13:27,20.1°,53.5%
2023-05-27 13:13:28,20.3°,53.1%
2023-05-27 13:13:29,20.1°,52.9%
2023-05-27 13:13:30,20.1°,52.8%
2023-05-27 13:13:31,20.2°,53.2%
2023-05-27 13:13:32,20.2°,53.3%
2023-05-27 13:13:33,20.1°,53.4%
2023-05-27 13:13:34,20.1°,53.1%
2023-05-27 13:13:35,20.3°,53.2%
2023-05-27 13:13:36,20.4°,52.7%
2023-05-27 13:13:37,20.3°,53.0%
2023-05-27 13:13:38,20.3°,53.1%
2023-05-27 13:13:39,20.3°,53.1%
2023-05-27 13:13:40,20.1°,53.4%
2023-05-27 13:13:41,20.2°,52.7%
2023-05-27 13:13:42,20.1°,52.7%
2023-05-27 13:13:43,20.3°,53.2%
2023-05-27 13:13:44,20.4°,52.9%
2023-05-27 13:13:45,20.6°,52.6%
2023-05-27 13:13:46,20.8°,53.2%
2023-05-27 13:13:47,20.6°,53.0%
2023-05-27 13:13:48,20.7°,53.5%
2023-05-27 13:13:49,20.8°,53.2%
2023-05-27 13:13:50,20.8°,53.4%
2023-05-27 13:13:51,20.6°,53.1%
2023-05-27 13:13:52,20.6°,52.6%
2023-05-27 13:13:53,20.7°,53.0%
2023-05-27 13:13:54,20.6°,52.8%
2023-05-27 13:13:55,20.6°,52.8%
2023-05-27 13:13:56,20.4°,53.2%
2023-05-27 13:13:57,20.4°,53.2%
2023-05-27 13:13:58,20.5°,53.2%
2023-05-27 13:13:59,20.4°,52.7%
2023-05-27 13:14:00,20.4°,52.8%
2023-05-27 13:14:01,20.6°,53.0%
2023-05-27 13:14:02,20.8°,52.7%
2023-05-27 13:14:03,20.9°,52.9%
2023-05-27 13:14:04,21.0°,52.9%
2023-05-27 13:14:05,21.2°,53.2%
2023-05-27 13:14:06,21.0°,53.3%
2023-05-27 13:14:07,20.8°,53.4%
2023-05-27 13:14:08,20.9°,53.1%
2023-05-27 13:14:09,20.9°,53.0%
2023-05-27 13:14:10,21.0°,52.7%
2023-05-27 13:14:11,21.0°,53.4%
2023-05-27 13:14:12,21.1°,53.2%
2023-05-27 13:14:13,21.0°,53.0%
2023-05-27 13:14:14,20.8°,53.1%
2023-05-27 13:14:15,20.9°,52.5%
2023-05-27 13:14:16,20.9°,52.8%
2023-05-27 13:14:17,21.1°,53.0%
2023-05-27 13:14:18,21.0°,52.7%
2023-05-27 13:14:19,20.9°,52.9%
2023-05-27 13:14:20,21.0°,53.4%
2023-05-27 13:14:21,20.8°,52.9%
2023-05-27 13:14:22,20.7°,53.3%
2023-05-27 13:14:23,20.5°,53.0%
2023-05-27 13:14:24,20.3°,53.1%
2023-05-27 13:14:25,20.5°,53.3%
2023-05-27 13:14:26,20.6°,53.4%
2023-05-27 13:14:27,20.7°,53.2%
2023-05-27 13:14:28,20.6°,52.8%
2023-05-27 13:14:29,20.7°,53.4%
2023-05-27 13:14:30,20.7°,52.7%
2023-05-27 13:14:31,20.8°,53.1%
2023-05-27 13:14:32,20.9°,53.1%
2023-05-27 13:14:33,21.0°,53.4%
2023-05-27 13:14:34,21.1°,53.2%
2023-05-27 13:14:35,20.9°,52.7%
2023-05-27 13:14:36,20.8°,52.9%
2023-05-27 13:14:37,21.0°,53.0%
2023-05-27 13:14:38,21.1°,52.9%
2023-05-27 13:14:39,20.9°,52.6%
2023-05-27 13:14:40,20.9°,53.0%
2023-05-27 13:14:41,20.8°,53.4%
2023-05-27 13:14:42,20.9°,52.8%
2023-05-27 13:14:43,20.9°,52.6%
2023-05-27 13:14:44,20.9°,52.8%
2023-05-27 13:14:45,20.8°,53.0%
2023-05-27 13:14:46,20.8°,52.5%
2023-05-27 13:14:47,20.9°,53.3%
2023-05-27 13:14:48,20.7°,52.8%
2023-05-27 13:14:49,20.7°,52.8%
2023-05-27 13:14:50,20.8°,53.2%
2023-05-27 13:14:51,20.7°,52.8%
2023-05-27 13:14:52,20.6°,52.9%
2023-05-27 13:14:53,20.8°,53.4%
2023-05-27 13:14:54,20.6°,52.9%
2023-05-27 13:14:55,20.7°,53.2%
2023-05-27 13:14:56,20.8°,52.9%
2023-05-27 13:14:57,20.7°,53.4%
2023-05-27 13:14:58,20.8°,53.0%
2023-05-27 13:14:59,20.6°,53.4%
2023-05-27 13:15:00,20.6°,53.0%
2023-05-27 13:15:01,20.6°,53.4%
2023-05-27 13:15:03,20.7°,52.6%
2023-05-27 13:15:04,20.8°,53.1%
2023-05-27 13:15:05,21.0°,52.8%
2023-05-27 13:15:06,21.0°,52.6%
2023-05-27 13:15:07,20.9°,53.0%
2023-05-27 13:15:08,21.0°,52.5%
2023-05-27 13:15:09,21.1°,53.2%
2023-05-27 13:15:10,20.9°,52.9%
2023-05-27 13:15:11,20.7°,52.9%
2023-05-27 13:15:12,20.6°,52.7%
2023-05-27 13:15:13,20.5°,52.8%
2023-05-27 13:15:14,20.5°,53.3%
2023-05-27 13:15:15,20.4°,52.9%
2023-05-27 13:15:16,20.4°,52.7%
2023-05-27 13:15:17,20.3°,53.4%
2023-05-27 13:15:18,20.3°,52.9%
2023-05-27 13:15:19,20.2°,53.2%
2023-05-27 13:15:20,20.2°,52.6%
2023-05-27 13:15:21,20.3°,53.4%
2023-05-27 13:15:22,20.4°,53.0%
2023-05-27 13:15:23,20.4°,52.6%
2023-05-27 13:15:24,20.5°,53.4%
2023-05-27 13:15:25,20.5°,53.5%
2023-05-27 13:15:26,20.3°,53.2%
2023-05-27 13:15:27,20.3°,53.0%
2023-05-27 13:15:28,20.4°,52.5%
2023-05-27 13:15:29,20.3°,53.4%
2023-05-27 13:15:30,20.2°,52.6%
2023-05-27 13:15:31,20.0°,53.4%
2023-05-27 13:15:32,20.0°,53.2%
2023-05-27 13:15:33,20.0°,52.6%
2023-05-27 13:15:34,20.0°,53.1%
2023-05-27 13:15:35,19.8°,53.0%
2023-05-27 13:15:36,20.0°,53.4%
2023-05-27 13:15:37,19.8°,52.8%
2023-05-27 13:15:38,19.8°,52.7%
2023-05-27 13:15:39,19.7°,53.1%
2023-05-27 13:15:40,19.7°,53.4%
2023-05-27 13:15:41,19.9°,53.0%
2023-05-27 13:15:42,19.9°,53.1%
2023-05-27 13:15:43,20.1°,52.7%
2023-05-27 13:15:44,20.1°,53.1%
2023-05-27 13:15:45,20.2°,52.5%
2023-05-27 13:15:46,20.2°,52.9%
2023-05-27 13:15:47,20.4°,52.7%
2023-05-27 13:15:48,20.3°,52.6%
2023-05-27 13:15:49,20.3°,52.5%
2023-05-27 13:15:50,20.3°,52.7%
2023-05-27 13:15:51,20.2°,52.7%
2023-05-27 13:15:52,20.2°,53.1%
2023-05-27 13:15:53,20.1°,52.6%
2023-05-27 13:15:54,20.3°,52.6%
2023-05-27 13:15:55,20.5°,53.1%
2023-05-27 13:15:56,20.5°,52.8%
2023-05-27 13:15:57,20.6°,53.5%
2023-05-27 13:15:58,20.5°,53.4%
2023-05-27 13:15:59,20.4°,52.5%
2023-05-27 13:16:00,20.2°,53.5%
2023-05-27 13:16:01,20.4°,53.5%
2023-05-27 13:16:02,20.3°,52.6%
2023-05-27 13:16:03,20.1°,53.3%
2023-05-27 13:16:04,20.0°,52.6%
2023-05-27 13:16:05,19.8°,52.7%
2023-05-27 13:16:06,19.8°,53.2%
2023-05-27 13:16:07,19.6°,53.4%
2023-05-27 13:16:08,19.5°,53.2%
2023-05-27 13:16:09,19.6°,52.8%
2023-05-27 13:16:10,19.8°,53.0%
2023-05-27 13:16:11,19.8°,53.1%
2023-05-27 13:16:12,19.8°,53.1%
2023-05-27 13:16:13,19.9°,53.1%
2023-05-27 13:16:14,19.7°,53.2%
2023-05-27 13:16:15,19.7°,53.1%
2023-05-27 13:16:16,19.7°,53.4%
2023-05-27 13:16:17,19.8°,52.8%
2023-05-27 13:16:18,19.6°,52.6%
2023-05-27 13:16:19,19.7°,53.2%
2023-05-27 13:16:20,19.6°,53.2%
2023-05-27 13:16:21,19.5°,53.1%
2023-05-27 13:16:22,19.3°,52.9%
2023-05-27 13:16:23,19.4°,53.2%
2023-05-27 13:16:24,19.4°,52.9%
2023-05-27 13:16:25,19.5°,53.0%
2023-05-27 13:16:26,19.5°,53.3%
2023-05-27 13:16:27,19.4°,53.4%
2023-05-27 13:16:28,19.6°,52.7%
2023-05-27 13:16:29,19.4°,52.9%
2023-05-27 13:16:30,19.2°,52.8%
2023-05-27 13:16:31,19.1°,53.1%
2023-05-27 13:16:32,18.9°,52.5%
2023-05-27 13:16:33,18.7°,52.7%
2023-05-27 13:16:34,18.6°,52.7%
2023-05-27 13:16:35,18.4°,53.3%
2023-05-27 13:16:36,18.3°,52.9%
2023-05-27 13:16:37,18.1°,52.9%
2023-05-27 13:16:38,18.2°,53.2%
2023-05-27 13:16:39,18.3°,53.1%
2023-05-27 13:16:40,18.4°,52.5%
2023-05-27 13:16:41,18.3°,53.1%
2023-05-27 13:16:42,18.4°,52.7%
2023-05-27 13:16:43,18.2°,53.3%
2023-05-27 13:16:44,18.2°,53.1%
2023-05-27 13:16:45,18.2°,53.2%
2023-05-27 13:16:47,18.3°,53.1%
2023-05-27 13:16:48,18.2°,53.0%
2023-05-27 13:16:49,18.2°,52.7%
2023-05-27 13:16:50,18.0°,53.5%
2023-05-27 13:16:51,17.9°,53.3%
2023-05-27 13:16:52,18.0°,52.7%
2023-05-27 13:16:53,17.8°,53.5%
2023-05-27 13:16:54,17.9°,53.1%
2023-05-27 13:16:55,17.9°,52.7%
2023-05-27 13:16:56,18.0°,53.5%
2023-05-27 13:16:57,18.0°,52.7%
2023-05-27 13:16:58,18.1°,52.9%
2023-05-27 13:16:59,18.2°,52.5%
2023-05-27 13:17:00,18.4°,52.6%
2023-05-27 13:17:01,18.4°,53.4%
2023-05-27 13:17:02,18.3°,52.8%
2023-05-27 13:17:03,18.4°,53.4%
2023-05-27 13:17:04,18.5°,52.6%
2023-05-27 13:17:05,18.6°,52.6%
2023-05-27 13:17:06,18.7°,52.6%
2023-05-27 13:17:07,18.7°,52.9%
2023-05-27 13:17:08,18.8°,53.4%
2023-05-27 13:17:09,18.9°,53.0%
2023-05-27 13:17:10,18.8°,52.9%
2023-05-27 13:17:11,18.7°,52.7%
2023-05-27 13:17:12,18.7°,53.2%
2023-05-27 13:17:13,18.6°,53.1%
2023-05-27 13:17:14,18.7°,53.3%
2023-05-27 13:17:15,18.6°,53.0%
2023-05-27 13:17:16,18.4°,53.2%
2023-05-27 13:17:17,18.5°,53.5%
2023-05-27 13:17:18,18.4°,52.6%
2023-05-27 13:17:19,18.3°,53.3%
2023-05-27 13:17:20,18.4°,53.3%
2023-05-27 13:17:21,18.3°,53.1%
2023-05-27 13:17:22,18.3°,53.5%
2023-05-27 13:17:23,18.4°,52.9%
2023-05-27 13:17:24,18.4°,53.0%
2023-05-27 13:17:25,18.3°,53.3%
2023-05-27 13:17:26,18.5°,53.3%
2023-05-27 13:17:27,18.3°,52.6%
2023-05-27 13:17:28,18.2°,53.4%
2023-05-27 13:17:29,18.1°,53.0%
2023-05-27 13:17:30,18.2°,52.6%
2023-05-27 13:17:31,18.3°,52.9%
2023-05-27 13:17:32,18.2°,52.7%
2023-05-27 13:17:33,18.0°,52.8%
2023-05-27 13:17:34,18.2°,53.5%
2023-05-27 13:17:35,18.1°,53.2%
2023-05-27 13:17:36,18.1°,52.7%
2023-05-27 13:17:37,18.1°,53.1%
2023-05-27 13:17:38,18.1°,52.6%
2023-05-27 13:17:39,18.0°,52.9%
2023-05-27 13:17:40,18.0°,52.9%
2023-05-27 13:17:41,17.8°,52.6%
2023-05-27 13:17:42,17.7°,53.5%
2023-05-27 13:17:43,17.5°,52.6%
2023-05-27 13:17:44,17.4°,53.3%
2023-05-27 13:17:45,17.5°,52.9%
2023-05-27 13:17:46,17.3°,52.7%
2023-05-27 13:17:47,17.5°,53.1%
2023-05-27 13:17:48,17.6°,52.8%
2023-05-27 13:17:49,17.5°,53.1%
2023-05-27 13:17:50,17.6°,53.1%
2023-05-27 13:17:51,17.6°,52.9%
2023-05-27 13:17:52,17.8°,52.9%
2023-05-27 13:17:53,17.9°,53.3%
2023-05-27 13:17:54,18.0°,53.2%
2023-05-27 13:17:55,18.2°,53.3%
2023-05-27 13:17:56,18.0°,53.1%
2023-05-27 13:17:57,18.1°,53.1%
2023-05-27 13:17:58,18.1°,53.4%
2023-05-27 13:17:59,18.1°,53.0%
2023-05-27 13:18:00,18.0°,52.6%
2023-05-27 13:18:01,18.0°,52.7%
2023-05-27 13:18:02,18.0°,53.2%
2023-05-27 13:18:03,18.0°,53.4%
2023-05-27 13:18:04,18.1°,52.9%
2023-05-27 13:18:05,18.1°,52.9%
2023-05-27 13:18:06,18.2°,52.6%
2023-05-27 13:18:07,18.4°,53.0%
2023-05-27 13:18:08,18.2°,52.7%
2023-05-27 13:18:09,18.2°,52.6%
2023-05-27 13:18:10,18.1°,53.1%
2023-05-27 13:18:11,17.9°,53.1%
2023-05-27 13:18:12,17.8°,52.8%
2023-05-27 13:18:13,17.9°,53.1%
2023-05-27 13:18:14,18.0°,53.0%
2023-05-27 13:18:15,17.8°,52.7%
2023-05-27 13:18:16,17.7°,52.8%
2023-05-27 13:18:17,17.5°,52.9%
2023-05-27 13:18:18,17.4°,53.2%
2023-05-27 13:18:19,17.3°,53.0%
2023-05-27 13:18:20,17.2°,53.3%
2023-05-27 13:18:21,17.3°,53.3%
2023-05-27 13:18:22,17.3°,53.4%
2023-05-27 13:18:23,17.4°,53.1%
2023-05-27 13:18:24,17.6°,53.4%
2023-05-27 13:18:25,17.5°,53.5%
2023-05-27 13:18:26,17.5°,52.5%
2023-05-27 13:18:27,17.5°,53.2%
2023-05-27 13:18:28,17.5°,52.8%
2023-05-27 13:18:29,17.4°,53.5%
2023-05-27 13:18:30,17.4°,52.7%
2023-05-27 13:18:31,17.4°,52.7%
2023-05-27 13:18:32,17.5°,53.4%
2023-05-27 13:18:33,17.5°,53.2%
2023-05-27 13:18:34,17.3°,52.5%
2023-05-27 13:18:35,17.2°,53.3%
2023-05-27 13:18:36,17.1°,52.7%
2023-05-27 13:18:37,17.0°,52.6%
2023-05-27 13:18:38,17.2°,53.2%
2023-05-27 13:18:39,17.3°,53.2%
2023-05-27 13:18:40,17.1°,52.9%
2023-05-27 13:18:41,17.0°,53.2%
2023-05-27 13:18:42,17.1°,53.3%
2023-05-27 13:18:43,17.2°,53.4%
2023-05-27 13:18:44,17.4°,52.6%
2023-05-27 13:18:45,17.6°,52.5%
2023-05-27 13:18:46,17.4°,52.7%
2023-05-27 13:18:47,17.4°,53.4%
2023-05-27 13:18:48,17.2°,52.7%
2023-05-27 13:18:49,17.2°,53.2%
2023-05-27 13:18:50,17.0°,53.3%
2023-05-27 13:18:51,17.2°,53.1%
2023-05-27 13:18:52,17.2°,53.0%
2023-05-27 13:18:53,17.3°,52.5%
2023-05-27 13:18:54,17.3°,52.7%
2023-05-27 13:18:55,17.3°,52.6%
2023-05-27 13:18:56,17.2°,52.7%
2023-05-27 13:18:57,17.3°,52.9%
2023-05-27 13:18:58,17.2°,53.1%
2023-05-27 13:18:59,17.1°,52.8%
2023-05-27 13:19:00,17.1°,53.2%
2023-05-27 13:19:01,16.9°,53.0%
2023-05-27 13:19:02,16.7°,53.5%
2023-05-27 13:19:03,16.8°,53.2%
2023-05-27 13:19:04,16.7°,53.4%
2023-05-27 13:19:05,16.9°,52.9%
2023-05-27 13:19:06,17.0°,52.8%
2023-05-27 13:19:07,17.1°,53.2%
2023-05-27 13:19:08,17.2°,53.3%
2023-05-27 13:19:09,17.3°,52.7%
2023-05-27 13:19:10,17.5°,53.4%
2023-05-27 13:19:11,17.4°,52.7%
2023-05-27 13:19:12,17.4°,52.6%
2023-05-27 13:19:13,17.5°,52.8%
2023-05-27 13:19:15,17.6°,52.8%
2023-05-27 13:19:16,17.6°,53.3%
2023-05-27 13:19:17,17.8°,53.3%
2023-05-27 13:19:18,17.7°,52.7%
2023-05-27 13:19:19,17.6°,52.8%
2023-05-27 13:19:20,17.6°,53.5%
2023-05-27 13:19:21,17.7°,53.2%
2023-05-27 13:19:22,17.7°,53.0%
2023-05-27 13:19:23,17.9°,52.7%
2023-05-27 13:19:24,18.0°,52.7%
2023-05-27 13:19:25,17.9°,53.3%
2023-05-27 13:19:26,17.9°,53.5%
2023-05-27 13:19:27,17.7°,53.2%
2023-05-27 13:19:28,17.6°,53.0%
2023-05-27 13:19:29,17.4°,52.7%
2023-05-27 13:19:30,17.4°,53.4%
2023-05-27 13:19:31,17.3°,52.9%
2023-05-27 13:19:32,17.2°,52.9%
2023-05-27 13:19:33,17.3°,52.5%
2023-05-27 13:19:34,17.2°,53.0%
2023-05-27 13:19:35,17.2°,53.2%
2023-05-27 13:19:36,17.2°,53.2%
2023-05-27 13:19:37,17.4°,52.8%
2023-05-27 13:19:38,17.5°,53.1%
2023-05-27 13:19:39,17.6°,53.1%
2023-05-27 13:19:40,17.8°,53.5%
2023-05-27 13:19:41,17.7°,53.2%
2023-05-27 13:19:42,17.7°,52.8%
2023-05-27 13:19:43,17.9°,52.5%
2023-05-27 13:19:44,17.9°,53.1%
2023-05-27 13:19:45,18.0°,53.2%
2023-05-27 13:19:46,18.0°,52.9%
2023-05-27 13:19:47,17.9°,52.9%
2023-05-27 13:19:48,17.7°,52.7%
2023-05-27 13:19:49,17.8°,53.4%
2023-05-27 13:19:50,17.8°,53.3%
2023-05-27 13:19:51,17.9°,52.9%
2023-05-27 13:19:52,17.8°,53.1%
2023-05-27 13:19:53,17.9°,52.7%
2023-05-27 13:19:54,17.8°,53.2%
2023-05-27 13:19:55,17.7°,52.6%
2023-05-27 13:19:56,17.6°,52.6%
2023-05-27 13:19:57,17.4°,53.4%
2023-05-27 13:19:58,17.3°,53.0%
2023-05-27 13:19:59,17.4°,53.4%
2023-05-27 13:20:00,17.3°,52.8%
2023-05-27 13:20:01,17.3°,52.8%
2023-05-27 13:20:02,17.5°,53.4%
2023-05-27 13:20:03,17.6°,53.0%
2023-05-27 13:20:04,17.7°,52.6%
2023-05-27 13:20:05,17.7°,52.5%
2023-05-27 13:20:06,17.8°,52.8%
2023-05-27 13:20:07,17.7°,52.6%
2023-05-27 13:20:08,17.5°,52.8%
2023-05-27 13:20:09,17.3°,53.3%
2023-05-27 13:20:10,17.3°,52.7%
2023-05-27 13:20:11,17.4°,52.7%
2023-05-27 13:20:12,17.3°,52.6%
2023-05-27 13:20:13,17.2°,52.6%
2023-05-27 13:20:14,17.1°,53.3%
2023-05-27 13:20:15,16.9°,53.4%
2023-05-27 13:20:16,17.1°,53.4%
2023-05-27 13:20:17,17.1°,53.1%
2023-05-27 13:20:18,16.9°,52.8%
2023-05-27 13:20:19,16.9°,52.7%
2023-05-27 13:20:20,16.7°,53.2%
2023-05-27 13:20:21,16.8°,52.5%
2023-05-27 13:20:22,16.9°,52.5%
2023-05-27 13:20:23,16.8°,52.9%
2023-05-27 13:20:24,16.8°,53.1%
2023-05-27 13:20:25,16.7°,53.2%
2023-05-27 13:20:26,16.5°,53.2%
2023-05-27 13:20:27,16.4°,53.3%
2023-05-27 13:20:28,16.5°,53.4%
2023-05-27 13:20:29,16.5°,52.7%
2023-05-27 13:20:30,16.5°,53.2%
2023-05-27 13:20:31,16.5°,53.1%
2023-05-27 13:20:32,16.4°,53.1%
2023-05-27 13:20:33,16.2°,53.1%
2023-05-27 13:20:34,16.2°,52.5%
2023-05-27 13:20:35,16.2°,53.1%
2023-05-27 13:20:36,16.1°,53.0%
2023-05-27 13:20:37,15.9°,53.0%
2023-05-27 13:20:38,16.0°,52.9%
2023-05-27 13:20:39,15.8°,52.5%
2023-05-27 13:20:40,16.0°,52.8%
2023-05-27 13:20:41,16.0°,52.7%
2023-05-27 13:20:42,15.9°,52.5%
2023-05-27 13:20:43,16.0°,52.6%
2023-05-27 13:20:44,16.1°,52.8%
2023-05-27 13:20:45,16.0°,52.6%
2023-05-27 13:20:46,16.0°,53.2%
2023-05-27 13:20:47,16.1°,52.9%
2023-05-27 13:20:48,16.2°,53.0%
2023-05-27 13:20:49,16.2°,52.7%
2023-05-27 13:20:50,16.3°,52.6%
2023-05-27 13:20:51,16.2°,52.5%
2023-05-27 13:20:52,16.4°,52.7%
2023-05-27 13:20:53,16.4°,53.3%
2023-05-27 13:20:54,16.4°,52.9%
2023-05-27 13:20:55,16.5°,53.4%
2023-05-27 13:20:56,16.6°,53.2%
2023-05-27 13:20:57,16.5°,53.3%
2023-05-27 13:20:58,16.4°,53.3%
2023-05-27 13:20:59,16.5°,53.4%
2023-05-27 13:21:00,16.6°,53.3%
2023-05-27 13:21:01,16.8°,53.3%
2023-05-27 13:21:02,16.9°,52.5%
2023-05-27 13:21:03,16.7°,53.0%
2023-05-27 13:21:04,16.7°,52.5%
2023-05-27 13:21:05,16.9°,53.4%
2023-05-27 13:21:06,16.8°,53.2%
2023-05-27 13:21:07,16.9°,52.5%
2023-05-27 13:21:08,17.0°,52.8%
2023-05-27 13:21:09,17.0°,53.3%
2023-05-27 13:21:10,16.9°,52.9%
2023-05-27 13:21:11,16.9°,53.0%
2023-05-27 13:21:12,16.7°,52.9%
2023-05-27 13:21:13,16.6°,52.9%
2023-05-27 13:21:14,16.6°,53.4%
2023-05-27 13:21:15,16.7°,53.1%
2023-05-27 13:21:16,16.9°,53.1%
2023-05-27 13:21:17,17.0°,53.5%
2023-05-27 13:21:18,16.9°,53.0%
2023-05-27 13:21:19,17.1°,53.2%
2023-05-27 13:21:20,16.9°,52.8%
2023-05-27 13:21:21,17.0°,52.7%
2023-05-27 13:21:22,17.1°,53.1%
2023-05-27 13:21:23,17.2°,53.1%
2023-05-27 13:21:24,17.2°,52.8%
2023-05-27 13:21:25,17.2°,52.7%
2023-05-27 13:21:26,17.3°,52.8%
2023-05-27 13:21:27,17.4°,53.3%
2023-05-27 13:21:28,17.6°,53.0%
2023-05-27 13:21:29,17.6°,53.4%
2023-05-27 13:21:30,17.4°,53.5%
2023-05-27 13:21:31,17.3°,53.0%
2023-05-27 13:21:32,17.2°,52.9%
2023-05-27 13:21:33,17.3°,52.6%
2023-05-27 13:21:34,17.2°,52.6%
2023-05-27 13:21:35,17.4°,52.5%
2023-05-27 13:21:36,17.3°,53.2%
2023-05-27 13:21:37,17.4°,52.7%
2023-05-27 13:21:38,17.5°,53.0%
2023-05-27 13:21:39,17.5°,53.3%
2023-05-27 13:21:40,17.6°,53.2%
2023-05-27 13:21:41,17.5°,52.9%
2023-05-27 13:21:42,17.3°,53.0%
2023-05-27 13:21:43,17.5°,52.9%
2023-05-27 13:21:44,17.6°,53.5%
2023-05-27 13:21:45,17.5°,53.4%
2023-05-27 13:21:46,17.7°,52.7%
2023-05-27 13:21:47,17.6°,53.4%
2023-05-27 13:21:48,17.7°,53.4%
2023-05-27 13:21:49,17.7°,53.3%
2023-05-27 13:21:50,17.7°,53.4%
2023-05-27 13:21:51,17.7°,52.8%
2023-05-27 13:21:52,17.8°,53.3%
2023-05-27 13:21:53,17.9°,53.4%
2023-05-27 13:21:54,18.0°,52.8%
2023-05-27 13:21:55,18.2°,52.9%
2023-05-27 13:21:56,18.3°,52.8%
2023-05-27 13:21:57,18.1°,53.2%
2023-05-27 13:21:58,18.0°,52.8%
2023-05-27 13:21:59,18.1°,52.8%
2023-05-27 13:22:00,18.3°,53.4%
2023-05-27 13:22:01,18.3°,53.3%
2023-05-27 13:22:03,18.2°,53.0%
2023-05-27 13:22:04,18.1°,52.9%
2023-05-27 13:22:05,17.9°,53.3%
2023-05-27 13:22:06,17.9°,52.8%
2023-05-27 13:22:07,18.1°,53.0%
2023-05-27 13:22:08,18.2°,53.4%
2023-05-27 13:22:09,18.4°,53.0%
2023-05-27 13:22:10,18.3°,52.7%
2023-05-27 13:22:11,18.5°,52.7%
2023-05-27 13:22:12,18.4°,52.8%
2023-05-27 13:22:13,18.3°,52.8%
2023-05-27 13:22:14,18.3°,53.3%
2023-05-27 13:22:15,18.4°,53.2%
2023-05-27 13:22:16,18.4°,52.6%
2023-05-27 13:22:17,18.4°,52.6%
2023-05-27 13:22:18,18.4°,52.6%
2023-05-27 13:22:19,18.4°,52.9%
2023-05-27 13:22:20,18.5°,53.0%
2023-05-27 13:22:21,18.7°,53.4%
2023-05-27 13:22:22,18.5°,53.5%
2023-05-27 13:22:23,18.6°,53.2%
2023-05-27 13:22:24,18.6°,52.7%
2023-05-27 13:22:25,18.6°,52.8%
2023-05-27 13:22:26,18.4°,53.1%
2023-05-27 13:22:27,18.2°,53.3%
2023-05-27 13:22:28,18.1°,53.4%
2023-05-27 13:22:29,18.0°,53.1%
2023-05-27 13:22:30,18.0°,53.5%
2023-05-27 13:22:31,18.1°,53.3%
2023-05-27 13:22:32,18.2°,52.8%
2023-05-27 13:22:33,18.4°,53.4%
2023-05-27 13:22:34,18.3°,52.9%
2023-05-27 13:22:35,18.3°,53.3%
2023-05-27 13:22:36,18.4°,52.6%
2023-05-27 13:22:37,18.4°,53.0%
2023-05-27 13:22:38,18.4°,52.7%
2023-05-27 13:22:39,18.6°,53.2%
2023-05-27 13:22:40,18.7°,53.4%
2023-05-27 13:22:41,18.9°,53.5%
2023-05-27 13:22:42,19.1°,53.4%
2023-05-27 13:22:43,19.2°,53.3%
2023-05-27 13:22:44,19.1°,53.1%
2023-05-27 13:22:45,19.1°,52.6%
2023-05-27 13:22:46,19.3°,52.9%
2023-05-27 13:22:47,19.1°,53.1%
2023-05-27 13:22:48,19.1°,52.7%
2023-05-27 13:22:49,19.0°,52.8%
2023-05-27 13:22:50,18.9°,53.4%
2023-05-27 13:22:51,18.8°,52.6%
2023-05-27 13:22:52,18.6°,53.5%
2023-05-27 13:22:53,18.4°,52.9%
2023-05-27 13:22:54,18.6°,53.0%
2023-05-27 13:22:55,18.7°,53.3%
2023-05-27 13:22:56,18.9°,52.6%
2023-05-27 13:22:57,19.0°,52.8%
2023-05-27 13:22:58,19.0°,52.9%
2023-05-27 13:22:59,19.0°,53.1%
2023-05-27 13:23:00,19.1°,52.7%
2023-05-27 13:23:01,18.9°,52.9%
2023-05-27 13:23:02,18.8°,53.4%
2023-05-27 13:23:03,19.0°,52.6%
2023-05-27 13:23:04,19.1°,53.5%
2023-05-27 13:23:05,19.2°,53.2%
2023-05-27 13:23:06,19.0°,53.0%
2023-05-27 13:23:07,18.8°,53.0%
2023-05-27 13:23:08,18.8°,52.9%
2023-05-27 13:23:09,18.9°,53.2%
2023-05-27 13:23:10,19.0°,53.1%
2023-05-27 13:23:11,18.8°,53.1%
2023-05-27 13:23:12,18.8°,52.5%
2023-05-27 13:23:13,18.8°,52.8%
2023-05-27 13:23:14,18.8°,52.8%
2023-05-27 13:23:15,18.9°,52.8%
2023-05-27 13:23:16,19.0°,52.8%
2023-05-27 13:23:17,19.0°,52.9%
2023-05-27 13:23:18,19.0°,52.9%
2023-05-27 13:23:19,18.9°,53.2%
2023-05-27 13:23:20,18.9°,52.5%
2023-05-27 13:23:21,18.9°,53.0%
2023-05-27 13:23:22,18.7°,53.3%
2023-05-27 13:23:23,18.6°,53.4%
2023-05-27 13:23:24,18.6°,52.6%
2023-05-27 13:23:25,18.6°,52.7%
2023-05-27 13:23:26,18.6°,53.1%
2023-05-27 13:23:27,18.4°,52.9%
2023-05-27 13:23:28,18.3°,52.6%
